,Hotel_Name,lat,lng,transit_count
152204,H tel D Aubusson,48.854732899999995,2.3395277,0
152498,Hotel Oscar,48.8694755,2.3046954,0
152582,Best Western Bretagne Montparnasse,48.835431400000004,2.321142,0
152770,The Westbridge Hotel,51.5373904,-0.0023366999999999997,1
153358,Courthouse Hotel Shoreditch,51.5273442,-0.0796152,3
153617,ME London by Melia,51.511879,-0.118552,6
154088,Grange Clarendon Hotel,51.519793299999996,-0.1241844,1
154457,Hotel Indigo London Kensington,51.4920287,-0.1917801,3
154810,Novotel Paris 17,48.8920485,2.3023791,0
154911,Rafayel Hotel Spa,51.4703604,-0.1779869,3
155685,Norfolk Towers Paddington,51.5162883,-0.1721078,2
157216,Artus Hotel by MH,48.8535639,2.3360168999999997,2
157274,Best Western Premier Kapital Op ra,48.8814425,2.3235592,2
157551,Timhotel Op ra Blanche Fontaine,48.8825781,2.3334805,1
157644,H tel Amastan Paris,48.8716831,2.3123758999999997,0
157678,H tel Gustave,48.850205200000005,2.289043,1
157843,Best Western Maitrise Hotel Edgware Road,51.521148,-0.171346,2
158063,Georgian House Hotel,51.490724,-0.143868,0
158391,Best Western Tour Eiffel Invalides,48.8593152,2.3104179,2
158465,The Chesterfield Mayfair,51.507689899999995,-0.14713579999999998,0
158947,My Chelsea,51.4919083,-0.1684398,0
159365,Eiffel Trocad ro,48.8613055,2.2862823,0
159493,Hotel Saint Petersbourg Opera,48.872174,2.328075,0
159876,H tel Champs lys es Plaza,48.87370429999999,2.3061477000000004,0
159941,Melia Paris Tour Eiffel,48.8651994,2.3045076,0
159994,Timhotel Op ra Grands Magasins,48.879468200000005,2.3334957000000003,1
160073,Dukes Hotel,51.5055381,-0.1396885,0
160147,Radisson Blu Edwardian Berkshire,51.5146025,-0.1481978,1
160702,Pestana Chelsea Bridge Hotel Spa,51.4815995,-0.1481053,0
161412,Arbor Hyde Park,51.512648799999994,-0.1803795,0
162238,Mercure Paris Porte De Versailles Expo,48.8268251,2.2912033,0
162278,Great St Helen Hotel,51.514958299999996,-0.08238689999999999,2
162798,Hotel Whistler,48.879314,2.3560185000000002,8
162826,Hotel Georgette,48.8632723,2.352691,4
162877,Westside Arc de Triomphe Hotel,48.8811741,2.2948337000000003,3
163170,Etoile Saint Ferdinand,48.8777895,2.2872498,0
163269,H tel Saint Marc,48.870886299999995,2.3382127999999995,0
163345,United Lodge Hotel and Apartments,51.5743549,-0.0977567,0
163568,H tel Le Walt,48.854716100000005,2.3066419999999996,7
163631,H tel Le Royal Monceau Raffles Paris,48.8756359,2.3004967,1
163653,Eccleston Square Hotel,51.4911924,-0.1449474,0
163825,Nottingham Place Hotel,51.522143,-0.153385,0
164072,Hotel Claridge Paris,48.868424299999994,2.3036244,0
164259,Strand Palace Hotel,51.5110993,-0.1208673,2
168515,H tel L Echiquier Op ra Paris MGallery by Sofitel,48.8719889,2.3492912999999995,0
168654,H tel De Castiglione,48.8691758,2.3205807000000003,1
168855,Hilton London Olympia,51.496739899999994,-0.2064723,3
169744,Grange Buckingham Hotel,51.5196124,-0.1239628,1
169793,The Cleveland,51.513969200000005,-0.18282020000000002,0
170082,Dorset Square Hotel,51.52263610000001,-0.16028710000000002,6
170205,Edouard 7 Paris Op ra,48.8683133,2.3330851000000004,1
170389,Renaissance Paris Arc de Triomphe Hotel,48.8772093,2.2968266,0
170437,Rubens At The Palace,51.498147100000004,-0.14364920000000003,3
171202,every hotel Piccadilly,51.51014620000001,-0.13150610000000001,2
171770,Millennium Gloucester Hotel London,51.493508299999995,-0.1834346,0
174335,Novotel Suites Paris Expo Porte de Versailles,48.827388,2.305478,8
174563,K K H tel Cayr Saint Germain des Pr s,48.8553117,2.3254627999999995,4
174889,Fielding Hotel,51.5139315,-0.12198930000000001,0
175622,DoubleTree by Hilton Hotel London Marble Arch,51.514573,-0.15666,5
176047,Holiday Inn London West,51.5210117,-0.2628618,2
176748,The Soho Hotel,51.5139805,-0.1337948,0
176905,Le Grand H tel de Normandie,48.8759461,2.3270955,4
176935,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,48.8742767,2.3426276,3
176997,H tel de La Tamise Esprit de France,48.8648656,2.3295756,1
177058,Buddha Bar Hotel Paris,48.8694695,2.3208564,1
177175,Le A,48.8723844,2.3088662999999996,3
177266,Holiday Inn Paris Notre Dame,48.852842700000004,2.3422256,0
177567,Mercure Paris Opera Garnier,48.8749511,2.3259532000000003,17
177657,Maison Albar Hotel Paris Op ra Diamond,,,-
177947,Grand H tel Du Palais Royal,48.863082899999995,2.3378592,1
178153,Best Western Aulivia Op ra,48.8730552,2.3540112,0
178253,Renaissance Paris Vendome Hotel,48.8654532,2.3295231,0
178267,Hotel Park Lane Paris,48.874587899999995,2.3188142999999997,4
178421,Little Palace Hotel,48.8675674,2.3539896000000002,1
178724,Napoleon Paris,48.8743885,2.2980915,3
178958,Andaz London Liverpool Street,51.5172825,-0.0812451,3
179477,Novotel London Canary Wharf,51.5011704,-0.0232607,3
179623,H tel de Lille,48.8585626,2.3299138,1
179767,H tel Concorde Montparnasse,48.8381079,2.318669,2
180459,Suites H tel Helzear Montparnasse,48.8346811,2.3255098,0
180537,Renaissance Paris Republique Hotel Spa,48.8687804,2.3610196,2
180550,citizenM Tower of London,51.510237,-0.0764428,5
182233,Chiswick Rooms,51.4937409,-0.244896,2
182575,Claridge s,51.512503499999994,-0.14774379999999998,0
182732,La Suite West Hyde Park,51.5126758,-0.1867828,4
183024,St James Court A Taj Hotel London,51.4986732,-0.13768670000000002,0
185094,Elys es R gencia,48.8686434,2.2984054,1
185370,H tel De Sers Champs Elys es Paris,48.8683593,2.3002117,2
185450,Hotel le Lapin Blanc,48.849180100000005,2.3423357000000005,2
185602,41,51.498147100000004,-0.14364920000000003,3
185705,Shaftesbury Suites London Marble Arch,51.515755,-0.1603335,0
185994,Grange Strathmore Hotel,51.4958184,-0.1813958,1
186442,H tel R de Paris Boutique Hotel,48.8799239,2.3288332,2
186555,Villa Panth on,48.8488044,2.3469889,1
186831,Trinit Haussmann,48.8800565,2.3342353,1
186892,The RE London Shoreditch,51.531979,-0.061598,3
187785,London City Suites,51.5206309,-0.09153410000000001,1
188525,H tel Crayon Rouge by Elegancia,48.864496700000004,2.3405415,1
188607,Mercure Paris Opera Grands Boulevards,48.874066799999994,2.3502172000000003,0
188672,St George s Hotel Wembley,51.5553678,-0.28649450000000004,3
189884,Hotel Le Saint Gregoire,48.8471891,2.3260137999999997,2
189904,Le Mathurin Hotel Spa,48.8732068,2.3239015,0
190062,H tel Saint Paul Rive Gauche,48.84968189999999,2.3402806000000003,1
190107,The Justin James Hotel,51.4202661,-0.21126799999999998,1
190367,Millennium Hotel London Mayfair,51.510574,-0.1509951,0
191620,H tel de Varenne,48.8570275,2.3170282,1
191715,A La Villa Madame,48.8488608,2.3315257000000003,4
191756,The Curtain,51.5237209,-0.0806178,4
191786,45 Park Lane Dorchester Collection,51.5063709,-0.1515359,1
191814,Grange Tower Bridge Hotel,51.511550899999996,-0.0714919,0
192504,Le Tsuba Hotel,48.877762100000005,2.293177,0
192561,St Martins Lane A Morgans Original,51.5104696,-0.12658239999999998,1
193053,H tel Barri re Le Fouquet s,48.8710709,2.3013119,1
193088,Novotel London Blackfriars,51.505016499999996,-0.10498310000000001,2
193516,Hotel Villa Lafayette Paris IX,48.87608839999999,2.3456465,1
193541,Canary Riverside Plaza Hotel,51.506699100000006,-0.0280208,0
193679,The Marylebone Hotel,51.51802070000001,-0.1500567,0
194356,L Empire Paris,48.8607764,2.3427564,1
194475,The Zetter Townhouse Clerkenwell,51.523156400000005,-0.1035134,5
194506,The Whitechapel,51.5161286,-0.06244580000000001,2
194819,Suites H tel Helzear Champs Elys es,48.8691399,2.2981024,1
195046,St George Hotel,51.518276799999995,-0.1583511,1
195168,Best Western Premier Op ra Faubourg Ex Hotel Jules ,48.8753359,2.3414617,4
195491,Pershing Hall,48.8691325,2.3021659,3
195505,The Premier Notting Hill,51.5127453,-0.1926437,0
196472,H tel Pont Royal,48.85656289999999,2.3273623,1
196534,Le G n ral H tel,48.8662695,2.3668616,3
196656,H tel Th r se,48.8816306,2.2992146,4
196788,Best Western Premier Trocadero La Tour,48.858312700000006,2.2795075000000002,1
196840,Holiday Inn London Whitechapel,51.5154006,-0.05723640000000001,0
197217,Washington Mayfair Hotel,51.5060237,-0.151078,3
197916,Radisson Blu Edwardian New Providence Wharf,51.506557799999996,-0.004514,0
199064,Hilton London Tower Bridge,51.504575,-0.082675,0
199865,Novotel London Wembley,51.5611271,-0.2787261,0
201116,Le Relais M dicis,48.849761799999996,2.3392336,1
201146,Les Jardins De La Villa Spa,48.8801757,2.2859534,1
201254,Warwick Paris Former Warwick Champs Elysees ,48.8722019,2.3030866000000003,0
201665,Park Hyatt Paris Vendome,48.868815500000004,2.3305236000000003,0
201694,My Home In Paris,48.8636049,2.3688352000000004,2
201776,Mercure Paris Op ra Faubourg Montmartre,48.872963899999995,2.3444898999999997,0
201809,Best Western Plus Elys e Secret,48.870124700000005,2.311141,3
201920,Villa Beaumarchais,48.8589516,2.3670407000000004,0
202215,H tel Mansart Esprit de France,48.8684776,2.3298238,0
202331,Holiday Inn Paris Gare de l Est,48.8758981,2.3590504,14
203460,Le Cinq Codet,48.8547869,2.3084819,0
203717,La Maison Favart,48.870808000000004,2.3372737,0
203844,Le Pradey,48.8645309,2.3315532,2
203903,Threadneedles Autograph Collection,51.5140208,-0.0854919,6
204099,Sanderson A Morgans Hotel,51.5174853,-0.1372109,0
204423,The Arch London,51.515921399999996,-0.15987939999999998,0
204614,Commodore Hotel,51.512449600000004,-0.1795215,0
205567,Golden Tulip Washington Opera,48.866242,2.3373169,1
205669,Residence Henri IV,48.8481917,2.3490316000000004,1
205840,Hotel du Collectionneur Arc de Triomphe,48.876920399999996,2.3069132000000003,0
206177,The Westbourne Hyde Park,51.513107399999996,-0.17787070000000002,0
206452,Hotel Le Mareuil,48.865989899999995,2.3674148999999995,1
206499,Mercure Paris Champs Elys es,48.8699731,2.2909401000000003,2
206538,Best Western Le 18 Paris,48.8966167,2.3434842999999996,0
206624,The Lodge Hotel Putney,51.45729910000001,-0.20554250000000002,1
206921,Shaftesbury Hyde Park International,51.5123968,-0.186124,1
207950,The Montcalm At Brewery London City,51.520815500000005,-0.0915319,1
209267,H tel Powers,48.8691409,2.3031502999999995,1
209504,Villa Lut ce Port Royal,48.836420399999994,2.3603332000000004,2
209551,Oceania Paris Porte De Versailles,48.8303023,2.2842872000000005,0
209824,BEST WESTERN Maitrise Hotel Maida Vale,51.5366053,-0.19198320000000002,6
210640,Novotel London City South,51.50548320000001,-0.0951196,3
210952,The Dorchester Dorchester Collection,51.507400700000005,-0.1524593,0
211177,Mercure Paris Bastille Marais,48.8571207,2.3805581,2
211211,Hilton London Angel Islington,51.5360906,-0.10481760000000001,1
211869,Fifty Four Boutique Hotel,51.4963008,-0.1796853,2
212179,Chateau Frontenac,48.868946799999996,2.3026558999999995,3
212367,H tel Du Jeu De Paume,48.852037700000004,2.3557092,1
212473,The Sumner Hotel,51.515289200000005,-0.160898,0
212739,W12 Rooms,51.5045326,-0.2191174,8
213144,Renaissance Paris Le Parc Trocadero Hotel,48.8673099,2.2856528,0
213170,Shaftesbury Premier London Paddington,51.5153672,-0.1783271,0
214716,Hotel Carlton s Montmartre,48.881906799999996,2.3410005000000003,4
214806,Hotel Monge,48.8447938,2.3524462,0
214921,Mimi s Hotel Soho,51.5140329,-0.13206510000000002,0
215311,Victoires Opera,48.8648997,2.3469432999999995,1
215358,Holiday Inn London Oxford Circus,51.516843,-0.14955739999999998,0
215842,Dorsett Shepherds Bush,51.5039399,-0.2244232,4
217108,New Linden Hotel,51.51338320000001,-0.19266170000000002,0
217984,Le Burgundy Paris,48.8680055,2.3260075000000002,0
218145,Hotel Sezz Paris,48.8566336,2.2852607000000003,3
218169,Hotel Montaigne,48.865466999999995,2.3038811000000003,2
218258,Hotel Royal Elys es,48.872966600000005,2.2926226,2
218303,Mercure Paris Bercy Biblioth que,48.837033399999996,2.372322,4
218428,Hazlitt s,51.5143447,-0.1318157,0
218669,Park Plaza London Waterloo,51.4982412,-0.11347149999999999,1
219221,citizenM London Shoreditch,51.5241373,-0.07869830000000001,3
220059,H tel Balzac,48.8732785,2.3004173999999997,0
220225,Victoria Palace Hotel,48.845758700000005,2.3243071,0
220249,Hotel Eug ne en Ville,48.875011900000004,2.3416769,2
220440,Newhotel Roblin,48.8714152,2.3239679,0
220711,Le Relais Montmartre,48.88545379999999,2.3335809,0
220893,Amarante Beau Manoir,48.870994,2.3235329,1
221052,Hotel Maison FL,48.839639500000004,2.2663056,0
221154,Balmoral Champs Elys es,48.8759855,2.2939380000000003,0
221268,The Chess Hotel,48.87160170000001,2.3349767999999997,1
221503,AC Hotel Paris Porte Maillot by Marriott,48.8820046,2.2818537999999995,1
221578,B Montmartre,48.883631,2.3257642999999995,3
221668,H tel Regent s Garden,48.879751299999995,2.2919633999999998,2
221759,Mercure Paris 15 Porte de Versailles,48.8382542,2.2903493999999998,1
221784,Hotel Le Placide Saint Germain Des Pr s,48.8498439,2.3244252999999997,1
221808,Hotel VIU Milan,45.488764,9.183057000000002,7
221866,Sofitel London St James,51.5076044,-0.132266,1
222218,Baglioni Hotel London The Leading Hotels of the World,51.5017224,-0.1846243,4
222332,DoubleTree by Hilton London Islington,51.5322508,-0.1095714,2
223241,Nell Hotel Suites,48.8741002,2.3426357,3
223286,Rydges Kensington Hotel,51.4956883,-0.1827878,2
223782,Club Quarters Hotel Lincoln s Inn Fields,51.516098799999995,-0.1181749,0
224921,Novotel Paris Centre Tour Eiffel,48.8500283,2.2834126,0
225418,Best Western Plus 61 Paris Nation Hotel,48.8465653,2.4102405,7
225492,Hotel Monsieur,48.8735135,2.3217457,0
225672,Hotel Saint Dominique,48.8599998,2.3087425,0
225793,Clayton Hotel Chiswick,51.4924184,-0.27847009999999994,4
226715,Park Plaza London Park Royal,51.527262,-0.282992,1
226912,Hotel Malte Astotel,48.8672474,2.33738,4
226938,Best Western Palm Hotel,51.5634756,-0.20427579999999998,2
227887,InterContinental Paris Avenue Marceau,48.8706373,2.2982095,2
227932,Mercure Tour Eiffel Grenelle,48.850448,2.2928845,2
227971,Mercure Paris Bastille Saint Antoine,48.849574,2.3798517999999995,0
227993,Boutique H tel Konfidentiel,48.8612535,2.3426256000000003,1
228012,The Piccadilly London West End,51.51219570000001,-0.1318384,1
229137,R Kipling by Happyculture,48.8820838,2.3315848999999997,1
229221,Hotel Des Saints Peres Esprit de France,48.8534026,2.3299043,0
229326,Best Western Hotel Montmartre Sacr Coeur,48.888539,2.3498459,2
229592,Kingsway Hall Hotel,51.5158643,-0.1200625,0
230275,Mandarin Oriental Hyde Park London,51.5022081,-0.1599428,2
230360,H tel Jos phine by Happyculture,48.8823141,2.3316687999999997,1
230436,Radisson Blu Edwardian Vanderbilt,51.4953691,-0.18189660000000002,3
231734,Hotel Le Chat Noir,48.8836255,2.3340537999999995,5
231863,Hotel Cafe Royal,51.5100916,-0.1359431,6
232227,Mercure Vaugirard Paris Porte De Versailles,48.8330649,2.2879617000000003,9
232333,Grange Rochester Hotel,51.494265399999996,-0.13660260000000002,1
232697,Gainsborough Hotel,51.4948416,-0.1772056,4
233504,H tel Bel Ami,48.8550298,2.3332104,1
233609,St James Hotel Club Mayfair,51.50615870000001,-0.1402803,0
233744,Apex London Wall Hotel,51.5160484,-0.0880181,2
234181,Seraphine Kensington Gardens Hotel,51.5021027,-0.187901,3
234491,Hotel de Nell,48.873278799999994,2.3466576,0
234572,9Hotel Republique,48.8708419,2.3605864,4
234755,Goralska R sidences H tel Paris Bastille,48.8482842,2.3657251,0
234779,Club Quarters Hotel Gracechurch,51.5127964,-0.0847973,2
235882,Grange Blooms Hotel,51.51969129999999,-0.1254243,1
236055,DoubleTree by Hilton Hotel London Tower of London,51.5108412,-0.0780581,1
239267,H tel Baume,48.850152200000004,2.3392782000000003,1
239443,Hotel West End,48.8671391,2.3038447,0
239572,Arioso,48.8746066,2.3167195,2
239610,H tel Lancaster Paris Champs Elys es,48.872343799999996,2.3033377999999995,0
239690,Melia Paris Notre Dame,48.8515198,2.3486511,1
239744,Hotel Mademoiselle,48.877249299999995,2.3543043,1
239945,Hotel Les Bains Paris,48.863828000000005,2.3519345,3
239980,Hotel Ares Eiffel,48.8503276,2.2982022,0
240192,Francois 1er,48.87018870000001,2.2997281000000003,0
240328,H tel Montmartre Mon Amour,48.886687,2.3449332000000003,2
240391,Hotel Monceau Wagram,48.8808779,2.2989756000000003,0
240501,Novotel London Excel,51.5077198,0.0229805,0
241075,Paris Marriott Champs Elysees Hotel,48.8711365,2.3050482000000003,3
241169,Mercure London Bridge,51.505258700000006,-0.099176,3
241583,H tel Exquis by Elegancia,48.853685399999996,2.3805796000000004,1
241740,Grange Wellington Hotel,51.494431899999995,-0.1363756,1
242168,Les Jardins Du Marais,48.860521899999995,2.3680239,4
242324,Hotel Cavendish,51.522052200000005,-0.132414,0
243244,Park Grand London Hyde Park,51.5157316,-0.1802179,0
244063,Shaftesbury Metropolis London Hyde Park,51.5166887,-0.1706147,0
245158,Radisson Blu Champs Elys es Paris,48.8719212,2.2971404,0
245310,Hotel Eiffel Blomet,48.8416787,2.3022862,2
245325,Holiday Inn Paris Gare Montparnasse,48.838291600000005,2.3230188,6
245656,H tel Thoumieux,48.8595985,2.3088076,1
245693,The Exhibitionist Hotel,51.494775399999995,-0.177789,3
246497,Auteuil Tour Eiffel,48.8506499,2.2750873,1
246693,Ten Manchester Street Hotel,51.5188,-0.153839,0
246911,Mercure London Hyde Park,51.5151149,-0.17438570000000003,2
247132,London Bridge Hotel,51.505218799999994,-0.088166,3
247299,Derby Alma,48.8605031,2.3006606,0
247439,The Beaumont Hotel,51.513055,-0.152257,0
247559,Mercure Paris Gobelins Place d Italie,48.832123100000004,2.3536172000000004,1
247583,H tel Original Paris,48.8546989,2.3691899,4
247613,The Grand at Trafalgar Square,51.506935,-0.12601199999999999,4
248346,Club Quarters Hotel Trafalgar Square,51.506935,-0.12601199999999999,4
249291,The Laslett,51.50952589999999,-0.1967234,4
249541,Novotel Paris Les Halles,48.8607299,2.3465326,0
250064,Melia Paris Vendome,48.866822799999994,2.3257729,0
250115,Chambiges Elys es,48.8668048,2.3039465,0
250308,MARQUIS Faubourg St Honor Relais Ch teaux,48.8698184,2.3208729,0
250321,H tel Le Bellechasse Saint Germain,48.859702399999996,2.3239701,0
250392,Hotel Verneuil Saint Germain,48.8573706,2.3314668999999997,0
250467,Hotel Daniel Paris,48.872849200000005,2.3073662999999995,0
250479,Residence Du Roy,48.865768700000004,2.3090386,2
250701,La Maison Champs Elys es,48.866676,2.3089908,0
250780,H tel Arvor Saint Georges,48.8785454,2.3384866,3
250886,The Belgrave Hotel,51.4901051,-0.1381355,3
251843,TheWesley,51.52653529999999,-0.1361682,0
252960,Le M ridien Etoile,48.8794646,2.2849548,3
253051,The Hoxton Shoreditch,51.5255136,-0.082927,2
253730,The Cavendish London,51.507745899999996,-0.1378733,0
254146,Avo Hotel,51.546062799999994,-0.0700817,1
254312,Hotel 82 London,51.5195857,-0.1584803,1
255024,La Clef Tour Eiffel,48.8647019,2.2886425,1
255339,Best Western Plus Seraphine Hammersmith Hotel,51.4926269,-0.2288598,0
256082,La Chambre du Marais,48.863616799999996,2.3607998,1
256170,Novotel Paris Centre Bercy,48.8384558,2.3805885,1
256341,The Zetter Hotel,51.522672,-0.10368410000000002,2
256518,Grosvenor House Suites by Jumeirah Living,51.509840999999994,-0.1552193,0
256618,Hotel OFF Paris Seine,48.8427364,2.3672171000000004,0
256697,Snob Hotel by Elegancia,48.8622723,2.3495707,0
256757,Sofitel Paris Baltimore Tour Eiffel,48.8663089,2.289609,5
256880,88 Studios,51.4992789,-0.20907329999999996,1
257339,Adria Boutique Hotel,51.493337200000006,-0.1788931,3
257570,Best Western Premier Faubourg 88,48.877675599999996,2.3493159,2
257749,Hotel De Vigny,48.8738672,2.3005894000000002,0
257812,Sydney House Chelsea,51.4910062,-0.1717691,0
258070,Radisson Blu Edwardian Bloomsbury Street,51.517608,-0.1276253,1
258956,H tel Le Relais Saint Germain,48.851920799999995,2.338878,7
258996,Hotel Moonlight,51.4940285,-0.19104970000000002,1
259281,Villa Alessandra,48.8794223,2.2957628,1
259307,Ibis Styles Paris Gare Saint Lazare,48.879659600000004,2.3209155,0
259321,Golden Tulip Opera de Noailles,48.869617299999994,2.3346428,1
259475,Best Western Premier Op ra Li ge,48.879594700000006,2.3280695,3
259604,H tel Cristal Champs Elys es,48.872681400000005,2.3020866,0
259731,Best Western Le Jardin de Cluny,48.8497553,2.3467616000000002,3
259851,Le Pigalle Hotel,48.8816073,2.3371647999999996,4
259893,Relais H tel du Vieux Paris,48.85386079999999,2.3429487,3
260049,Victoire Germain,48.853299,2.337993,4
260102,Le Littr ,48.8454447,2.3242814,2
260146,Hotel Le Sainte Beuve,48.843899799999996,2.3294857999999996,2
260244,Hotel Villa Saxe Eiffel,48.849758,2.3095213,0
260324,Thistle Hyde Park,51.511245100000004,-0.1808938,3
260623,Holiday Inn Paris Saint Germain des Pr s,48.846837,2.3258066000000004,4
260857,Hotel Spa La Belle Juliette,48.8474426,2.3223783,0
260928,Rochester Champs Elysees,48.8724945,2.3091549,4
261077,DoubleTree by Hilton London West End,51.5201065,-0.1221393,3
262003,Hotel d Orsay Esprit de France,48.8603599,2.3230777999999996,1
262214,Mercure Paris Opera Louvre,48.871089500000004,2.3393460999999998,3
262308,La Villa des Ternes,48.8803479,2.2858242000000004,3
262452,Holiday Inn London Kensington Forum,51.4942305,-0.1851141,1
263954,Radisson Blu Edwardian Kenilworth,51.5179725,-0.12804949999999998,1
264896,H tel Monna Lisa Champs Elys es,48.874853,2.3245798,19
264988,H tel Waldorf Trocad ro,48.8672694,2.2878666,0
265062,Best Western Amiral Hotel,48.825230700000006,2.3569005,3
265181,Hotel Les Th tres,48.8694768,2.3515064999999997,1
265304,Mercure Paris 17 me Saint Lazare Monceau,48.8837472,2.3186342,3
265323,Melia White House Hotel,51.5298597,-0.1444623,3
265979,Sir Albert Hotel,52.3544507,4.8875036,0
266314,The Waldorf Hilton,51.5131979,-0.1174504,3
267114,Corendon Vitality Hotel Amsterdam,52.346644899999994,4.8310984,0
268055,Hotel Bellevue Wien,48.226406299999994,16.3600628,1
268100,Maison Borella,45.4521067,9.1758135,3
268230,Hotel Am Konzerthaus Vienna MGallery by Sofitel,48.1996129,16.3773546,4
268460,Park Hyatt Vienna,48.210524299999996,16.3683592,0
268552,Hilton Vienna,48.206226799999996,16.3833767,2
269113,Catalonia Port,41.378751,2.17873,2
269291,Hampshire Hotel Rembrandt Square Amsterdam,52.3663466,4.8985764000000005,0
270039,Eurostars Angli,41.4031654,2.1231637,0
270116,Pillows Anna van den Vondel Amsterdam,52.360741299999994,4.8695315,0
270172,Schlosshotel R mischer Kaiser,48.2040859,16.3725046,0
270473,Hotel Mailberger Hof,48.204183,16.3726664,0
270811,Best Western Delphi Hotel,52.3504558,4.8770194,0
270891,Apollofirst Boutique Hotel,52.350396,4.8756404,0
271263,Hilton Amsterdam,52.351380999999996,4.872723000000001,0
271542,Apollo Hotel Amsterdam,52.3486098,4.8844292000000005,0
272345,Catalonia Catedral,41.384663700000004,2.1740902,0
272833,Element Amsterdam,52.3312406,4.877446599999999,0
273131,Axel Hotel Barcelona Urban Spa Adults Only,41.38734779999999,2.1603987,1
273733,Cram,41.3880549,2.1599602000000004,1
273892,Urban Lodge Hotel,52.3856494,4.834443,0
274963,Novotel Wien City,48.2134246,16.3831309,0
275233,The Levante Parliament A Design Hotel,48.208351799999996,16.354532,1
275588,Room Mate Gerard,41.3919114,2.1765437999999997,1
275602,H10 Marina Barcelona,41.393227,2.1927427,0
275920,Barcelona Princess,41.4109715,2.2186535,1
276817,Novotel Barcelona City,41.4038774,2.1911894,6
277091,The Gates Diagonal Barcelona,41.4036219,2.1902807999999996,3
277378,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,41.3899609,2.135684,4
277434,Wilson Boutique Hotel,41.394402899999996,2.150194,5
277579,NH Hesperia Barcelona Presidente,41.3941338,2.1489569,2
277699,Hilton Barcelona,41.388682,2.1316368,3
277744,Vincci Mae,41.3933943,2.1461315,8
277850,Fairmont Rey Juan Carlos I,41.3835246,2.1096141,1
278047,Pullman Barcelona Skipper,41.386018299999996,2.19473,3
278325,Hotel Ciutadella Barcelona,41.3837583,2.1846932999999997,1
278418,Catalonia Atenas,41.4110056,2.1866008999999997,3
279479,Tryp Barcelona Apolo Hotel,41.374703100000005,2.1707106,6
279658,Sansi Pedralbes,41.39367,2.1115418,1
279688,Crowne Plaza Barcelona Fira Center,41.372524600000006,2.1540787999999997,0
279808,Gran Hotel Torre Catalunya,41.37955720000001,2.1425457000000003,2
280190,H10 Itaca,41.3810311,2.1455516,0
280315,Hotel Abbot,41.3815028,2.1449138,0
280354,Sercotel Amister Art Hotel Barcelona,41.384407200000005,2.1514584,2
280434,Melia Barcelona Sarri ,41.391058,2.141706,0
280541,ABaC Restaurant Hotel Barcelona GL Monumento,41.4106944,2.136294,10
280572,Col n Hotel Barcelona,41.38496129999999,2.1756666,1
280968,Hotel SB Icaria Barcelona,41.393559100000004,2.1993915,3
281807,Hotel Barcelona Universal,41.375237,2.1684058,1
282060,Aparthotel Arai 4 Superior,41.380751700000005,2.1772424999999997,0
282265,NH Collection Barcelona Podium,,,-
282411,Hotel Ronda Lesseps,41.408640999999996,2.1478143,5
282494,Hotel Barcelona Center,41.3917169,2.1592613999999997,2
282748,Olivia Balmes Hotel,41.392095,2.158493,1
283258,Catalonia Diagonal Centro,41.393863200000006,2.1568039,2
283504,The Capital,51.499748600000004,-0.1615242,1
283649,Vienna Sporthotel,48.191373,16.4082294,0
283712,Megaro Hotel,51.5294411,-0.12337449999999998,1
284512,Hotel De Hallen,52.367756799999995,4.868217400000001,0
284867,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,41.389347799999996,2.1209755,1
284912,Catalonia Plaza Catalunya,41.3865289,2.1682919,7
285876,Hotel Regina,41.3858891,2.1681652000000002,0
286466,Hotel Pulitzer,41.386136,2.1682914,0
286961,Hotel Alimara,41.4337561,2.147327,0
287156,Thistle Holborn The Kingsley,51.5179659,-0.12343430000000001,3
287865,Hotel Boltzmann,48.221677899999996,16.356711100000002,0
287935,The Westbury A Luxury Collection Hotel Mayfair London,51.51444179999999,-0.146432,4
288224,Petit Palace Boqueria Garden,41.3812223,2.1739622000000005,3
289010,Mercer House B ria BCN,41.3846844,2.1791065,0
289099,Hotel ViennArt am Museumsquartier,48.2035677,16.356445,0
289557,Crowne Plaza London Battersea,51.4689559,-0.1787256,1
290146,Amba Hotel Marble Arch,51.51440039999999,-0.1565506,6
291408,Taj 51 Buckingham Gate Suites and Residences,51.498861,-0.13748970000000002,0
291541,Hotel Sans Souci Wien,48.204576,16.3563661,4
291776,Catalonia La Pedrera,41.3986093,2.1625037,2
291931,Ohla Eixample,41.39445739999999,2.1564353,0
292181,Jumeirah Carlton Tower,51.4973568,-0.15767279999999997,3
292257,Hotel Villa Emilia,41.380246899999996,2.1541148999999997,1
292450,TWO Hotel Barcelona by Axel 4 Sup Adults Only,41.379129999999996,2.1561186,1
292972,Hotel Best Western PLUS Alfa Aeropuerto,41.328375799999996,2.1129637999999997,1
293544,AC Hotel Irla a Marriott Lifestyle Hotel,41.3948175,2.1434702000000003,0
293560,Hotel Barcelona Catedral,41.384828999999996,2.1751277,0
294430,Arenas Atiram Hotels,41.3904305,2.1262314,2
294505,Holiday Inn London Regent s Park,51.5222472,-0.14261279999999998,0
295331,Senator Barcelona Spa Hotel,41.3777977,2.1135971000000002,0
